Time,RPM
(s),-
10.249,0
10.5,0
10.749,0
11.0,0
11.25,0
11.501,0
11.751,0
12.002,0
12.252,0
12.503,0
12.752,0
13.003,0
13.253,0
13.504,0
13.754,0
14.005,0
14.255,0
14.505,0
14.755,0
15.006,0
15.256,0
15.507,1120
15.757,3120
16.008,3200
16.259,3120
16.508,3120
16.759,3120
17.01,3120
17.26,0
17.511,3120
17.761,3120
18.012,3120
18.263,3200
18.512,3200
18.763,0
19.013,3120
19.264,3120
19.515,3120
19.765,3120
20.016,3200
20.267,3120
20.516,0
20.767,3200
21.018,3200
21.268,3200
21.519,3200
21.77,3200
22.02,0
22.27,3120
22.52,3120
22.771,3120
23.022,3200
23.272,3120
23.523,3120
23.774,0
24.024,3120
24.274,3120
24.524,3200
24.775,3120
25.026,3120
25.276,0
25.527,5760
25.778,5760
26.028,5760
26.278,0
26.528,5680
26.779,5680
27.03,0
27.28,5760
27.531,5760
27.781,5760
28.032,0
28.282,5760
28.532,5760
28.783,0
29.033,5680
29.284,5680
29.535,5760
29.785,0
30.035,5760
30.286,5760
30.536,0
30.787,5680
31.037,5680
31.288,5840
31.539,0
31.789,5760
32.039,5760
32.29,5760
32.54,0
32.791,5680
33.041,5760
33.292,0
33.543,5760
33.793,5760
34.043,5680
34.293,0
34.544,5760
34.795,5760
35.045,0
35.296,6480
35.546,7759
35.796,0
36.047,7680
36.297,7759
36.548,0
36.798,7759
37.049,0
37.3,7759
37.55,7680
37.8,0
38.05,7680
38.301,7759
38.552,0
38.802,7759
39.053,0
39.303,7680
39.554,7680
39.804,0
40.054,7759
40.305,7680
40.556,0
40.806,7680
41.057,0
41.307,7680
41.558,7759
41.808,0
42.058,7759
42.309,7680
42.559,0
42.81,7680
43.061,0
43.311,7680
43.561,7680
43.811,0
44.062,7680
44.313,7759
44.563,0
44.814,7680
45.064,0
45.315,8640
45.565,0
45.815,10160
46.066,0
46.316,10000
46.567,10000
46.818,0
47.068,10160
47.319,0
47.569,10080
47.819,0
48.07,10000
48.32,0
48.571,10080
48.822,0
49.072,10000
49.323,0
49.572,10080
49.823,0
50.074,10080
50.324,0
50.575,10080
50.826,0
51.076,10080
51.326,0
51.576,10080
51.827,0
52.078,10080
52.328,0
52.579,10080
52.829,0
53.08,10080
53.33,0
53.58,10000
53.831,0
54.081,10000
54.332,0
54.583,10000
54.833,0
55.084,10000
55.334,0
55.584,12240
55.835,0
56.085,0
56.336,12240
56.587,0
56.837,12240
57.088,0
57.337,0
57.588,12160
57.838,0
58.089,12160
58.34,0
58.59,0
58.841,12160
59.09,0
59.341,12160
59.592,0
59.842,12160
60.093,0
60.343,0
60.594,12160
60.845,0
61.094,12160
61.345,0
61.595,0
61.846,12160
62.097,0
62.347,12160
62.598,0
62.848,0
63.098,12160
63.349,0
63.599,12160
63.85,0
64.1,0
64.351,12160
64.602,0
64.851,12080
65.102,0
65.352,11040
65.603,0
65.854,10000
66.104,0
66.355,10000
66.605,0
66.855,10000
67.106,0
67.356,9920
67.607,0
67.857,9920
68.108,0
68.359,9920
68.609,0
68.859,10000
69.109,0
69.36,9920
69.611,0
69.861,9920
70.112,0
70.362,9920
70.612,0
70.862,10000
71.113,0
71.364,10080
71.614,0
71.865,9920
72.116,0
72.366,10000
72.616,0
72.866,10000
73.117,0
73.368,10000
73.618,0
73.869,10080
74.119,0
74.37,9920
74.62,0
74.87,9920
75.121,0
75.371,8720
75.622,7600
75.873,0
76.123,7600
76.374,7600
76.624,0
76.874,7600
77.125,0
77.375,7600
77.626,7600
77.877,0
78.127,7600
78.377,7600
78.627,0
78.878,7600
79.129,0
79.379,7600
79.63,7600
79.88,0
80.131,7600
80.381,7680
80.631,0
80.882,7759
81.132,0
81.383,7600
81.634,7600
81.884,0
82.135,7680
82.384,7600
82.635,0
82.886,7600
83.136,7600
83.387,0
83.637,7600
83.888,0
84.139,7600
84.388,7680
84.639,0
84.889,7600
85.14,7600
85.391,0
85.641,5680
85.892,5680
86.141,0
86.392,5760
86.643,5760
86.893,5680
87.144,0
87.394,5680
87.645,5680
87.896,0
88.145,5680
88.396,5680
88.647,5680
88.897,0
89.148,5680
89.398,5760
89.649,0
89.9,5680
90.149,5680
90.4,5680
90.651,0
90.901,5760
91.152,5680
91.402,5680
91.653,0
91.904,5760
92.153,5680
92.404,0
92.654,5680
92.905,5680
93.156,5680
93.406,0
93.657,5760
93.907,5680
94.157,0
94.408,5680
94.658,5680
94.909,5680
95.16,0
95.41,4240
95.661,3120
95.91,3120
96.161,3120
96.412,3040
96.662,0
96.913,3040
97.164,3120
97.414,3120
97.665,3120
97.915,3120
98.165,0
98.416,3120
98.666,3120
98.917,3120
99.168,3120
99.418,3120
99.668,3120
99.919,0
100.169,3120
100.42,3120
100.671,3120
100.921,3120
101.172,3120
101.423,0
101.672,3120
101.923,3200
102.174,3120
102.424,3200
102.675,3120
102.926,3120
103.176,0
103.427,3120
103.677,3120
103.927,3120
104.178,3120
104.429,3120
104.679,0
104.93,3120
105.181,3120
105.431,1040
105.681,0
105.932,0
106.182,0
106.433,0
106.683,0
106.934,0
107.184,0
107.435,0
107.684,0
107.935,0
108.185,0
108.436,0
108.686,0
108.937,0
109.187,0
109.437,0
109.687,0
109.938,0
110.188,0
110.439,0
110.69,0
110.94,0
111.191,0
111.44,0
111.691,0
111.941,0
112.192,0
