Time,RPM
(s),-
10.249,0
10.5,0
10.749,0
11.0,0
11.25,0
11.501,0
11.751,0
12.002,0
12.252,0
12.503,0
12.752,0
13.003,0
13.253,0
13.504,0
13.754,0
14.005,0
14.255,0
14.505,0
14.755,0
15.006,0
15.256,0
15.507,0
15.757,0
16.008,0
16.258,0
16.508,0
16.758,0
17.008,0
17.259,0
17.509,0
17.76,0
18.01,0
18.26,0
18.51,0
18.761,0
19.011,560
19.262,2960
19.513,3040
19.763,3040
20.014,3040
20.264,3040
20.514,3040
20.765,0
21.015,3120
21.266,3040
21.517,3040
21.767,3120
22.018,3040
22.268,3040
22.518,0
22.769,3040
23.02,3040
23.27,3120
23.521,3040
23.771,3040
24.022,0
24.272,3040
24.522,3040
24.773,3040
25.024,3120
25.274,3040
25.525,3040
25.776,0
26.025,3040
26.276,3040
26.526,3120
26.777,3040
27.028,3040
27.278,3040
27.529,0
27.779,3040
28.029,3040
28.28,3120
28.53,3040
28.781,3440
29.032,0
29.282,5520
29.533,5440
29.784,5440
30.033,0
30.284,5520
30.534,5440
30.785,0
31.036,5600
31.286,5520
31.537,5440
31.788,0
32.037,5440
32.288,5440
32.538,5520
32.789,0
33.04,5440
33.29,5520
33.541,5440
33.792,0
34.041,5440
34.292,5440
34.542,0
34.793,5440
35.043,5440
35.294,5440
35.545,0
35.794,5440
36.045,5440
36.296,5440
36.546,0
36.797,5440
37.047,5360
37.298,5440
37.549,0
37.798,5600
38.049,5440
38.3,0
38.55,5440
38.801,5840
39.051,7360
39.302,0
39.553,7280
39.802,0
40.053,7280
40.303,7280
40.554,0
40.805,7360
41.055,7360
41.306,0
41.555,7200
41.806,7200
42.057,0
42.307,7200
42.558,7360
42.809,0
43.059,7280
43.31,0
43.559,7280
43.81,7280
44.061,0
44.311,7360
44.562,7280
44.812,0
45.063,7280
45.314,7280
45.563,0
45.814,7200
46.064,7280
46.315,0
46.566,7200
46.816,7280
47.067,0
47.316,7280
47.567,0
47.818,7280
48.068,7280
48.319,0
48.569,7280
48.82,7759
49.071,0
49.32,9440
49.571,0
49.821,9360
50.072,0
50.323,9440
50.573,0
50.824,9360
51.074,9360
51.324,0
51.575,9360
51.825,0
52.076,9360
52.326,0
52.577,9360
52.828,0
53.078,9360
53.328,0
53.578,9360
53.829,0
54.079,9360
54.33,9360
54.581,0
54.831,9360
55.081,0
55.331,9440
55.582,0
55.833,9360
56.083,0
56.334,9360
56.585,0
56.835,9440
57.085,0
57.335,9280
57.586,9440
57.837,0
58.087,9280
58.338,0
58.588,9360
58.839,0
59.088,11360
59.339,0
59.59,11280
59.84,0
60.091,0
60.341,11280
60.592,0
60.843,11280
61.092,0
61.343,11280
61.593,0
61.844,11360
62.095,0
62.345,11200
62.596,0
62.845,0
63.096,11200
63.347,0
63.597,11200
63.848,0
64.098,11200
64.349,0
64.6,11200
64.849,0
65.1,0
65.35,11200
65.601,0
65.852,11200
66.102,0
66.353,11200
66.604,0
66.853,11120
67.104,0
67.354,11200
67.605,0
67.856,0
68.106,11200
68.357,0
68.606,11200
68.857,0
69.107,9200
69.358,0
69.609,9200
69.859,9200
70.11,0
70.361,9200
70.61,0
70.861,9280
71.111,0
71.362,9200
71.613,0
71.863,9200
72.114,0
72.364,9200
72.614,9200
72.865,0
73.115,9280
73.366,0
73.616,9280
73.867,0
74.117,9200
74.368,0
74.618,9200
74.868,0
75.119,9200
75.369,9200
75.62,0
75.871,9200
76.121,0
76.371,9200
76.621,0
76.872,9200
77.123,0
77.373,9200
77.624,9200
77.874,0
78.125,9200
78.375,0
78.625,9200
78.876,0
79.126,7120
79.377,7040
79.628,0
79.878,7120
80.129,7120
80.378,0
80.629,7120
80.88,0
81.13,7120
81.381,7120
81.631,0
81.882,7120
82.132,7120
82.382,0
82.633,7120
82.883,7120
83.134,0
83.385,7120
83.635,7120
83.886,0
84.135,7120
84.386,7120
84.637,0
84.887,7120
85.138,7200
85.389,0
85.639,7120
85.89,7120
86.139,0
86.39,7120
86.641,0
86.891,7120
87.142,7120
87.392,0
87.643,7120
87.894,7200
88.143,0
88.394,7120
88.644,7200
88.895,0
89.146,5360
89.396,5360
89.647,5360
89.897,0
90.147,5360
90.398,5360
90.648,5360
90.899,0
91.15,5360
91.4,5360
91.651,0
91.9,5360
92.151,5360
92.402,5520
92.652,0
92.903,5360
93.154,5360
93.404,5360
93.655,0
93.904,5360
94.155,5360
94.406,5360
94.656,0
94.907,5280
95.157,5360
95.408,5360
95.659,0
95.908,5360
96.159,5360
96.41,0
96.66,5360
96.911,5360
97.161,5360
97.412,0
97.662,5360
97.912,5440
98.163,5360
98.414,0
98.664,5440
98.915,4560
99.165,3040
99.416,3040
99.666,0
99.916,3040
100.167,3040
100.418,3120
100.668,3040
100.919,3040
101.17,2960
101.42,0
101.67,3040
101.921,3120
102.171,3040
102.422,3040
102.673,3040
102.923,3040
103.174,0
103.425,3040
103.674,3040
103.925,2960
104.176,2960
104.426,2960
104.677,0
104.928,3040
105.178,3040
105.428,2960
105.679,2960
105.93,3040
106.18,3040
106.431,0
106.681,3040
106.932,3040
107.183,3040
107.433,3040
107.683,3040
107.934,3040
108.185,0
108.435,3120
108.686,3040
108.937,1680
109.187,0
109.437,0
109.687,0
109.938,0
110.188,0
110.439,0
110.689,0
110.94,0
111.19,0
111.44,0
111.691,0
111.941,0
