Time,RPM
(s),-
10.249,0
10.5,0
10.749,0
11.0,0
11.25,0
11.501,0
11.751,0
12.002,0
12.252,0
12.503,0
12.752,0
13.003,0
13.253,0
13.504,0
13.754,0
14.005,0
14.255,0
14.505,0
14.755,0
15.006,0
15.256,0
15.507,0
15.757,0
16.008,0
16.258,0
16.508,0
16.758,1680
17.009,3120
17.259,3120
17.51,3120
17.761,3120
18.011,3200
18.262,0
18.511,3120
18.762,3120
19.013,3120
19.263,3120
19.514,3120
19.765,3200
20.015,0
20.265,3120
20.516,3120
20.766,3120
21.017,3120
21.267,3200
21.518,0
21.769,3120
22.019,3120
22.269,3120
22.52,3120
22.77,3120
23.021,3120
23.272,0
23.522,3200
23.773,3120
24.023,3120
24.273,3120
24.524,3120
24.774,3200
25.025,0
25.275,3200
25.526,3120
25.777,3200
26.027,3120
26.277,3120
26.528,0
26.778,5680
27.029,5760
27.28,5680
27.53,0
27.781,5680
28.03,5760
28.281,0
28.532,5680
28.782,5680
29.033,5680
29.284,0
29.534,5680
29.785,5760
30.034,0
30.285,5840
30.536,5760
30.786,5760
31.037,0
31.287,5760
31.538,5680
31.789,0
32.038,5680
32.289,5760
32.539,5680
32.79,0
33.041,5680
33.291,5760
33.542,5680
33.793,0
34.042,5680
34.293,5760
34.543,0
34.794,5760
35.045,5760
35.295,5760
35.546,0
35.795,5840
36.046,5680
36.297,0
36.547,6800
36.798,7680
37.049,0
37.299,7680
37.55,7680
37.799,0
38.05,7680
38.301,0
38.551,7680
38.802,7600
39.052,0
39.303,7759
39.554,7759
39.803,0
40.054,7680
40.304,0
40.555,7680
40.806,7680
41.056,0
41.307,7680
41.556,7680
41.807,0
42.058,7680
42.308,0
42.559,7680
42.809,7600
43.06,0
43.311,7680
43.56,7600
43.811,0
44.061,7680
44.312,0
44.563,7680
44.813,7680
45.064,0
45.314,7680
45.564,7680
45.815,0
46.065,7680
46.316,0
46.566,8960
46.817,10000
47.068,0
47.318,10000
47.568,0
47.819,10000
48.069,0
48.32,10000
48.57,0
48.821,10080
49.072,0
49.321,10000
49.572,0
49.822,10000
50.073,0
50.324,10000
50.574,0
50.825,10000
51.076,0
51.325,10000
51.576,0
51.826,10000
52.077,0
52.328,10080
52.578,0
52.829,10000
53.079,0
53.329,10000
53.58,0
53.83,10000
54.081,0
54.331,10080
54.582,0
54.833,9920
55.083,0
55.333,9920
55.584,0
55.834,9920
56.085,0
56.335,9920
56.586,0
56.836,12160
57.086,0
57.337,12160
57.587,0
57.838,0
58.088,12080
58.339,0
58.59,12160
58.84,0
59.09,0
59.34,12160
59.591,0
59.842,12080
60.092,0
60.343,0
60.593,12080
60.844,0
61.094,12160
61.344,0
61.595,0
61.845,12080
62.096,0
62.347,12160
62.597,0
62.848,12080
63.097,0
63.348,0
63.598,12080
63.849,0
64.1,12080
64.35,0
64.601,0
64.85,12160
65.101,0
65.352,12080
65.602,0
65.853,0
66.103,12080
66.354,0
66.605,10560
66.854,0
67.105,9920
67.356,0
67.606,10000
67.857,0
68.107,9920
68.358,0
68.608,9920
68.858,0
69.109,10000
69.359,0
69.61,9920
69.861,0
70.111,9920
70.362,0
70.611,9920
70.862,0
71.112,9920
71.363,0
71.614,9920
71.864,9920
72.115,0
72.365,9920
72.615,0
72.866,9920
73.116,0
73.367,9920
73.617,0
73.868,9920
74.119,0
74.369,9920
74.619,0
74.869,9920
75.12,0
75.37,9920
75.621,0
75.872,9920
76.122,0
76.372,10000
76.623,0
76.873,7600
77.124,7520
77.374,0
77.625,7520
77.876,7520
78.126,0
78.376,7600
78.626,0
78.877,7600
79.128,7600
79.378,0
79.629,7520
79.879,7680
80.13,0
80.38,7600
80.63,0
80.881,7520
81.131,7600
81.382,0
81.633,7520
81.883,7520
82.134,0
82.383,7600
82.634,0
82.885,7600
83.135,7600
83.386,0
83.636,7600
83.887,7600
84.137,0
84.387,7600
84.638,7600
84.889,0
85.139,7600
85.39,0
85.64,7600
85.891,7600
86.141,0
86.391,7600
86.642,6160
86.892,0
87.143,5600
87.394,5760
87.644,5760
87.895,0
88.144,5680
88.395,5680
88.646,0
88.896,5600
89.147,5680
89.398,5680
89.648,0
89.899,5600
90.148,5760
90.399,0
90.65,5680
90.9,5600
91.151,5680
91.401,0
91.652,5600
91.902,5680
92.152,5680
92.403,0
92.653,5680
92.904,5680
93.155,0
93.405,5680
93.656,5680
93.906,5600
94.156,0
94.407,5680
94.657,5600
94.908,0
95.159,5680
95.409,5680
95.66,5600
95.91,0
96.16,5680
96.411,5600
96.661,3840
96.912,0
97.163,3120
97.413,3040
97.664,3120
97.914,3120
98.164,3120
98.415,3040
98.665,0
98.916,3120
99.167,3120
99.417,3040
99.667,3120
99.918,3120
100.168,3040
100.419,0
100.669,3120
100.92,3120
101.171,3040
101.422,3040
101.671,3120
101.922,0
102.173,3120
102.423,3040
102.674,3200
102.925,3200
103.175,3200
103.426,3040
103.676,0
103.926,3120
104.177,3120
104.428,3200
104.678,3120
104.929,3120
105.18,0
105.43,3120
105.68,3120
105.931,3120
106.181,3120
106.432,3040
106.683,480
106.933,0
107.184,0
107.433,0
107.684,0
107.935,0
108.185,0
108.436,0
108.686,0
108.937,0
109.187,0
109.437,0
109.687,0
109.938,0
110.188,0
110.439,0
110.689,0
110.94,0
111.19,0
111.44,0
111.69,0
111.941,0
112.191,0
